date,employee_id,commits,prs_opened,features_delivered,test_cases_written
2024-10-25,E018,1,0,1,4
2024-10-25,E019,2,2,2,5
2024-10-25,E020,2,1,2,2
2024-10-25,E021,2,1,2,0
2024-10-25,E022,1,1,1,5
2024-10-25,E023,2,0,0,5
2024-10-25,E024,4,0,0,4
2024-10-25,E025,2,1,0,4
2024-10-25,E026,1,1,0,4
2024-10-25,E027,2,0,0,1
2024-10-25,E028,0,2,0,5
2024-10-25,E029,4,1,0,3
2024-10-25,E030,1,0,2,1
2024-10-25,E031,3,3,0,2
2024-10-25,E032,2,2,0,5
2024-10-25,E033,4,3,0,3
2024-10-25,E034,3,4,1,3
2024-10-25,E035,0,2,0,4
2024-10-25,E036,0,3,1,3
2024-10-25,E037,5,3,0,4
2024-10-25,E038,1,0,1,1
2024-10-25,E039,1,1,1,2
2024-10-25,E040,0,0,1,3
2024-10-26,E001,1,0,1,2
2024-10-26,E002,1,0,2,3
2024-10-26,E003,2,3,0,4
2024-10-26,E004,1,0,1,3
2024-10-26,E005,0,1,1,2
2024-10-26,E006,1,0,0,3
2024-10-26,E007,4,1,0,3
2024-10-26,E008,1,0,0,4
2024-10-26,E009,1,0,0,6
2024-10-26,E010,2,3,1,5
2024-10-26,E011,4,2,0,3
2024-10-26,E012,1,1,1,1
2024-10-26,E013,1,2,1,2
2024-10-26,E014,0,3,1,3
2024-10-26,E015,1,0,1,2
2024-10-26,E016,1,1,2,1
2024-10-26,E017,3,1,2,1
2024-10-26,E018,2,1,1,2
2024-10-26,E019,2,1,2,1
2024-10-26,E020,3,1,2,1
2024-10-26,E021,3,1,0,0
2024-10-26,E022,1,1,2,4
2024-10-26,E023,4,1,1,7
2024-10-26,E024,6,1,1,2
2024-10-26,E025,0,0,0,0
2024-10-26,E026,2,1,0,0
2024-10-26,E027,0,2,0,2
2024-10-26,E028,0,1,0,6
2024-10-26,E029,3,0,1,5
2024-10-26,E030,1,1,1,6
2024-10-26,E031,2,0,0,4
2024-10-26,E032,2,2,2,3
2024-10-26,E033,1,1,2,0
2024-10-26,E034,4,0,1,2
2024-10-26,E035,0,0,0,1
2024-10-26,E036,3,2,0,5
2024-10-26,E037,2,1,1,2
2024-10-26,E038,3,2,0,2
2024-10-26,E039,1,2,0,4
2024-10-26,E040,2,2,0,3
2024-10-27,E001,3,1,2,2
2024-10-27,E002,3,1,0,2
2024-10-27,E003,4,0,0,1
2024-10-27,E004,1,3,0,4
2024-10-27,E005,1,1,0,4
2024-10-27,E006,2,1,1,5
2024-10-27,E007,1,1,1,2
2024-10-27,E008,1,1,2,4
2024-10-27,E009,4,1,0,4
2024-10-27,E010,1,0,0,1
2024-10-27,E011,2,0,1,1
2024-10-27,E012,3,1,1,5
2024-10-27,E013,2,0,1,3
2024-10-27,E014,1,1,1,3
2024-10-27,E015,2,0,0,0
2024-10-27,E016,0,1,1,4
2024-10-27,E017,2,1,0,2
2024-10-27,E018,3,1,1,1
2024-10-27,E019,2,1,0,3
2024-10-27,E020,2,0,2,6
2024-10-27,E021,4,1,2,7
2024-10-27,E022,1,1,1,4
2024-10-27,E023,3,2,0,4
2024-10-27,E024,0,2,1,4
2024-10-27,E025,0,0,0,0
2024-10-27,E026,3,3,0,1
2024-10-27,E027,2,0,1,6
2024-10-27,E028,2,1,1,2
2024-10-27,E029,3,0,0,3
2024-10-27,E030,3,1,0,1
2024-10-27,E031,2,0,0,3
2024-10-27,E032,3,1,1,2
2024-10-27,E033,1,2,0,2
2024-10-27,E034,1,1,1,3
2024-10-27,E035,2,1,0,4
2024-10-27,E036,1,1,2,5
2024-10-27,E037,4,2,1,1
2024-10-27,E038,1,1,0,2
2024-10-27,E039,0,1,1,7
2024-10-27,E040,3,1,1,3
2024-10-28,E001,2,1,1,0
2024-10-28,E002,2,3,0,3
2024-10-28,E003,1,2,1,2
2024-10-28,E004,1,1,1,6
2024-10-28,E005,4,0,1,1
2024-10-28,E006,2,1,0,1
2024-10-28,E007,0,0,1,2
2024-10-28,E008,3,0,2,6
2024-10-28,E009,5,0,0,5
2024-10-28,E010,2,2,0,3
2024-10-28,E011,3,0,0,4
2024-10-28,E012,1,0,1,6
2024-10-28,E013,1,0,1,2
2024-10-28,E014,2,2,1,4
2024-10-28,E015,3,1,1,5
2024-10-28,E016,4,0,0,4
2024-10-28,E017,2,3,1,3
2024-10-28,E018,3,5,1,1
2024-10-28,E019,1,2,0,3
2024-10-28,E020,1,3,1,4
2024-10-28,E021,1,1,0,2
2024-10-28,E022,2,0,2,2
2024-10-28,E023,0,1,1,1
2024-10-28,E024,1,1,1,4
2024-10-28,E025,1,0,1,5
2024-10-28,E026,0,0,0,1
2024-10-28,E027,0,1,0,2
2024-10-28,E028,1,1,1,0
2024-10-28,E029,1,2,0,1
2024-10-28,E030,3,1,1,4
2024-10-28,E031,0,0,0,3
2024-10-28,E032,1,0,1,4
2024-10-28,E033,0,0,1,1
2024-10-28,E034,3,1,2,0
2024-10-28,E035,2,0,1,4
2024-10-28,E036,3,0,1,1
2024-10-28,E037,1,3,1,2
2024-10-28,E038,3,2,0,4
2024-10-28,E039,2,1,0,1
2024-10-28,E040,3,0,2,3
2024-10-29,E001,3,2,1,4
2024-10-29,E002,3,3,0,2
2024-10-29,E003,0,0,0,4
2024-10-29,E004,1,4,2,4
2024-10-29,E005,2,0,2,5
2024-10-29,E006,7,4,1,2
2024-10-29,E007,3,0,1,5
2024-10-29,E008,3,1,0,3
2024-10-29,E009,2,3,1,2
2024-10-29,E010,3,3,0,1
2024-10-29,E011,0,1,1,2
2024-10-29,E012,2,1,2,2
2024-10-29,E013,4,1,1,3
2024-10-29,E014,2,0,1,2
2024-10-29,E015,1,2,0,3
2024-10-29,E016,3,2,1,2
2024-10-29,E017,0,2,0,3
2024-10-29,E018,2,0,2,3
2024-10-29,E019,1,1,1,3
2024-10-29,E020,1,1,1,5
2024-10-29,E021,1,0,1,1
2024-10-29,E022,3,3,0,4
2024-10-29,E023,1,2,0,6
2024-10-29,E024,3,1,0,4
2024-10-29,E025,2,1,2,8
2024-10-29,E026,2,2,1,5
2024-10-29,E027,2,0,0,2
2024-10-29,E028,2,1,1,1
2024-10-29,E029,1,0,2,2
2024-10-29,E030,1,0,0,2
2024-10-29,E031,3,1,1,3
2024-10-29,E032,5,0,0,3
2024-10-29,E033,4,1,1,2
2024-10-29,E034,0,2,0,2
2024-10-29,E035,1,0,2,3
2024-10-29,E036,2,1,0,1
2024-10-29,E037,3,1,0,3
2024-10-29,E038,2,0,2,1
2024-10-29,E039,1,1,2,6
2024-10-29,E040,1,0,0,4
2024-10-30,E001,4,2,2,1
2024-10-30,E002,1,2,1,2
2024-10-30,E003,3,0,0,3
2024-10-30,E004,3,0,1,1
2024-10-30,E005,5,1,2,3
2024-10-30,E006,1,4,0,4
2024-10-30,E007,2,0,0,6
2024-10-30,E008,2,4,0,3
2024-10-30,E009,2,1,1,1
2024-10-30,E010,1,1,0,3
2024-10-30,E011,0,0,1,4
2024-10-30,E012,2,0,0,5
2024-10-30,E013,0,0,1,3
2024-10-30,E014,5,1,2,5
2024-10-30,E015,1,1,1,3
2024-10-30,E016,3,1,1,5
2024-10-30,E017,2,0,1,6
2024-10-30,E018,2,0,0,1
2024-10-30,E019,1,2,1,1
2024-10-30,E020,1,2,1,3
2024-10-30,E021,2,0,1,1
2024-10-30,E022,1,2,0,2
2024-10-30,E023,2,0,0,1
2024-10-30,E024,1,0,0,3
2024-10-30,E025,0,0,0,2
2024-10-30,E026,3,1,1,2
2024-10-30,E027,1,2,1,1
2024-10-30,E028,0,1,1,6
2024-10-30,E029,1,0,0,4
2024-10-30,E030,3,2,0,4
2024-10-30,E031,5,1,0,2
2024-10-30,E032,1,1,1,2
2024-10-30,E033,0,0,1,9
2024-10-30,E034,1,0,1,2
2024-10-30,E035,0,0,0,2
2024-10-30,E036,1,0,1,1
2024-10-30,E037,3,0,0,5
2024-10-30,E038,2,2,1,1
2024-10-30,E039,12,2,1,5
2024-10-30,E040,3,1,0,2
2024-10-31,E001,1,3,0,5
2024-10-31,E002,1,1,2,2
2024-10-31,E003,1,0,1,0
2024-10-31,E004,3,0,1,3
2024-10-31,E005,4,0,2,0
2024-10-31,E006,1,1,1,3
2024-10-31,E007,3,2,0,3
2024-10-31,E008,1,1,0,1
2024-10-31,E009,4,1,2,7
2024-10-31,E010,4,2,0,3
2024-10-31,E011,2,2,2,5
2024-10-31,E012,0,0,1,2
2024-10-31,E013,4,4,1,4
2024-10-31,E014,1,1,0,5
2024-10-31,E015,2,2,1,1
2024-10-31,E016,0,0,0,4
2024-10-31,E017,2,2,1,2
2024-10-31,E018,0,0,0,5
2024-10-31,E019,4,0,1,2
2024-10-31,E020,2,1,1,6
2024-10-31,E021,2,0,0,5
2024-10-31,E022,4,2,1,2
2024-10-31,E023,3,3,1,5
2024-10-31,E024,2,0,0,2
2024-10-31,E025,4,1,1,3
2024-10-31,E026,2,1,1,2
2024-10-31,E027,1,2,1,2
2024-10-31,E028,1,1,0,6
2024-10-31,E029,0,1,1,5
2024-10-31,E030,2,0,1,3
2024-10-31,E031,2,1,0,5
2024-10-31,E032,2,2,0,4
2024-10-31,E033,2,1,1,2
2024-10-31,E034,1,3,0,1
2024-10-31,E035,0,2,1,1
2024-10-31,E036,1,0,1,3
2024-10-31,E037,3,1,0,1
2024-10-31,E038,3,0,1,8
2024-10-31,E039,2,0,1,2
2024-10-31,E040,0,0,1,4
2024-11-01,E001,1,3,1,0
2024-11-01,E002,1,0,0,4
2024-11-01,E003,2,1,2,3
2024-11-01,E004,3,1,1,2
2024-11-01,E005,1,3,0,3
2024-11-01,E006,2,2,1,8
2024-11-01,E007,2,2,0,1
2024-11-01,E008,4,0,2,5
2024-11-01,E009,2,1,1,3
2024-11-01,E010,2,1,1,3
2024-11-01,E011,1,0,0,2
2024-11-01,E012,3,1,0,4
2024-11-01,E013,1,2,1,6
2024-11-01,E014,1,0,0,11
2024-11-01,E015,2,0,1,6
2024-11-01,E016,3,0,0,2
2024-11-01,E017,0,1,1,3
2024-11-01,E018,1,3,0,3
2024-11-01,E019,2,1,0,5
2024-11-01,E020,4,0,0,6
2024-11-01,E021,0,0,1,6
2024-11-01,E022,2,0,0,3
2024-11-01,E023,2,0,1,4
2024-11-01,E024,3,1,2,6
2024-11-01,E025,3,0,2,4
2024-11-01,E026,2,1,0,5
2024-11-01,E027,0,0,0,1
2024-11-01,E028,1,1,1,5
2024-11-01,E029,3,1,1,3
2024-11-01,E030,2,2,1,3
2024-11-01,E031,2,1,1,2
2024-11-01,E032,3,0,0,4
2024-11-01,E033,1,3,0,1
2024-11-01,E034,0,0,0,1
2024-11-01,E035,1,0,1,4
2024-11-01,E036,1,1,0,3
2024-11-01,E037,1,0,0,2
2024-11-01,E038,3,2,1,3
2024-11-01,E039,3,1,1,3
2024-11-01,E040,2,0,1,1
2024-11-02,E001,2,0,0,3
2024-11-02,E002,1,1,1,1
2024-11-02,E003,3,0,0,2
2024-11-02,E004,2,0,1,3
2024-11-02,E005,3,0,2,2
2024-11-02,E006,0,0,0,4
2024-11-02,E007,1,1,0,5
2024-11-02,E008,3,0,1,1
2024-11-02,E009,4,0,1,6
2024-11-02,E010,2,1,0,4
2024-11-02,E011,0,2,1,4
2024-11-02,E012,4,0,0,5
2024-11-02,E013,4,2,0,3
2024-11-02,E014,1,0,1,3
2024-11-02,E015,1,1,2,3
2024-11-02,E016,2,1,2,3
2024-11-02,E017,0,0,0,3
2024-11-02,E018,2,2,0,3
2024-11-02,E019,0,4,1,3
2024-11-02,E020,1,0,0,3
2024-11-02,E021,0,1,1,5
2024-11-02,E022,1,0,2,5
2024-11-02,E023,2,1,1,3
2024-11-02,E024,3,0,1,4
2024-11-02,E025,3,1,1,2
2024-11-02,E026,0,0,1,5
2024-11-02,E027,1,0,1,4
2024-11-02,E028,3,1,1,4
2024-11-02,E029,0,2,1,4
2024-11-02,E030,1,1,1,2
2024-11-02,E031,2,1,1,0
2024-11-02,E032,4,0,1,2
2024-11-02,E033,1,1,0,2
2024-11-02,E034,2,1,2,5
2024-11-02,E035,4,0,1,4
2024-11-02,E036,0,1,0,3
2024-11-02,E037,5,0,1,6
2024-11-02,E038,2,1,0,1
2024-11-02,E039,4,1,1,1
2024-11-02,E040,4,1,0,1
2024-11-03,E001,1,1,0,4
2024-11-03,E002,3,1,2,4
2024-11-03,E003,2,1,0,4
2024-11-03,E004,3,1,0,0
2024-11-03,E005,2,2,0,7
2024-11-03,E006,1,1,1,4
2024-11-03,E007,2,1,1,4
2024-11-03,E008,1,2,0,3
2024-11-03,E009,4,0,1,3
2024-11-03,E010,2,1,1,3
2024-11-03,E011,2,0,2,4
2024-11-03,E012,3,1,1,1
2024-11-03,E013,2,0,2,2
2024-11-03,E014,4,1,2,5
2024-11-03,E015,0,4,1,4
2024-11-03,E016,1,2,1,3
2024-11-03,E017,2,1,2,4
2024-11-03,E018,3,0,0,3
2024-11-03,E019,4,0,1,3
2024-11-03,E020,3,4,0,3
2024-11-03,E021,3,1,0,2
2024-11-03,E022,3,1,1,0
2024-11-03,E023,3,0,0,1
2024-11-03,E024,1,0,1,1
2024-11-03,E025,2,1,0,3
2024-11-03,E026,4,0,1,2
2024-11-03,E027,2,1,0,0
2024-11-03,E028,1,2,0,2
2024-11-03,E029,1,1,1,1
2024-11-03,E030,4,0,1,1
2024-11-03,E031,2,1,1,3
2024-11-03,E032,1,1,1,2
2024-11-03,E033,3,2,0,4
2024-11-03,E034,2,0,0,2
2024-11-03,E035,1,0,0,1
2024-11-03,E036,0,0,0,3
2024-11-03,E037,2,1,0,1
2024-11-03,E038,0,2,1,2
2024-11-03,E039,1,1,1,7
2024-11-03,E040,4,0,1,3
2024-11-04,E001,1,0,1,0
2024-11-04,E002,3,1,1,3
2024-11-04,E003,2,0,0,5
2024-11-04,E004,3,1,0,3
2024-11-04,E005,3,4,1,6
2024-11-04,E006,2,1,1,0
2024-11-04,E007,0,3,0,3
2024-11-04,E008,1,0,1,3
2024-11-04,E009,1,0,0,6
2024-11-04,E010,0,2,1,6
2024-11-04,E011,5,2,1,6
2024-11-04,E012,1,0,1,5
2024-11-04,E013,2,1,0,1
2024-11-04,E014,1,3,1,3
2024-11-04,E015,0,0,1,5
2024-11-04,E016,1,0,0,0
2024-11-04,E017,2,1,1,3
2024-11-04,E018,0,0,1,2
2024-11-04,E019,0,0,1,3
2024-11-04,E020,3,0,2,7
2024-11-04,E021,2,1,0,4
2024-11-04,E022,4,1,1,2
2024-11-04,E023,2,1,1,0
2024-11-04,E024,2,0,1,2
2024-11-04,E025,1,1,1,4
2024-11-04,E026,1,1,1,2
2024-11-04,E027,2,1,0,2
2024-11-04,E028,1,0,0,5
2024-11-04,E029,3,4,0,4
2024-11-04,E030,1,3,0,3
2024-11-04,E031,2,0,1,2
2024-11-04,E032,1,1,2,5
2024-11-04,E033,0,0,1,5
2024-11-04,E034,5,1,0,1
2024-11-04,E035,3,0,0,3
2024-11-04,E036,1,1,1,2
2024-11-04,E037,2,1,0,3
2024-11-04,E038,3,0,1,4
2024-11-04,E039,2,1,1,4
2024-11-04,E040,3,1,0,2
2024-11-05,E001,0,1,1,3
2024-11-05,E002,3,2,1,3
2024-11-05,E003,3,1,1,1
2024-11-05,E004,1,2,1,2
2024-11-05,E005,3,2,0,5
2024-11-05,E006,1,0,1,4
2024-11-05,E007,4,1,0,3
2024-11-05,E008,3,3,1,3
2024-11-05,E009,3,2,2,4
2024-11-05,E010,2,0,0,3
2024-11-05,E011,4,0,0,2
2024-11-05,E012,1,0,1,1
2024-11-05,E013,1,3,1,5
2024-11-05,E014,1,1,1,2
2024-11-05,E015,3,1,1,2
2024-11-05,E016,0,0,1,6
2024-11-05,E017,2,3,1,1
2024-11-05,E018,0,0,1,5
2024-11-05,E019,0,0,0,6
2024-11-05,E020,2,1,0,1
2024-11-05,E021,2,0,0,2
2024-11-05,E022,3,0,1,5
2024-11-05,E023,5,2,1,3
2024-11-05,E024,2,0,0,5
2024-11-05,E025,0,1,1,1
2024-11-05,E026,1,1,1,3
2024-11-05,E027,3,1,1,2
2024-11-05,E028,2,1,1,3
2024-11-05,E029,0,0,1,2
2024-11-05,E030,4,1,1,1
2024-11-05,E031,2,0,1,4
2024-11-05,E032,1,1,1,2
2024-11-05,E033,3,1,0,3
2024-11-05,E034,2,3,0,5
2024-11-05,E035,1,1,1,2
2024-11-05,E036,1,1,1,0
2024-11-05,E037,3,2,0,1
2024-11-05,E038,3,0,0,5
2024-11-05,E039,2,2,1,2
2024-11-05,E040,1,5,1,4
2024-11-06,E001,4,2,1,4
2024-11-06,E002,3,0,2,6
2024-11-06,E003,5,0,2,5
2024-11-06,E004,2,3,0,2
2024-11-06,E005,2,1,0,2
2024-11-06,E006,3,2,1,6
2024-11-06,E007,2,2,1,1
2024-11-06,E008,4,1,2,3
2024-11-06,E009,4,1,2,2
2024-11-06,E010,2,1,1,2
2024-11-06,E011,4,0,0,2
2024-11-06,E012,1,1,2,1
2024-11-06,E013,1,3,1,5
2024-11-06,E014,0,2,1,1
2024-11-06,E015,0,1,1,3
2024-11-06,E016,1,3,0,4
2024-11-06,E017,4,0,2,4
2024-11-06,E018,2,1,0,3
2024-11-06,E019,0,1,1,3
2024-11-06,E020,2,2,1,3
2024-11-06,E021,1,0,1,0
2024-11-06,E022,0,0,1,1
2024-11-06,E023,4,1,1,1
2024-11-06,E024,3,1,0,3
2024-11-06,E025,5,1,0,0
2024-11-06,E026,3,0,1,3
2024-11-06,E027,3,0,1,2
2024-11-06,E028,1,2,1,3
2024-11-06,E029,4,2,1,2
2024-11-06,E030,2,1,1,0
2024-11-06,E031,1,2,1,2
2024-11-06,E032,1,0,0,2
2024-11-06,E033,1,3,0,2
2024-11-06,E034,1,1,1,5
2024-11-06,E035,4,1,0,9
2024-11-06,E036,0,2,2,3
2024-11-06,E037,0,0,1,4
2024-11-06,E038,1,1,0,2
2024-11-06,E039,5,0,1,3
2024-11-06,E040,2,2,1,2
2024-11-07,E001,2,0,0,5
2024-11-07,E002,1,3,1,5
2024-11-07,E003,1,3,0,2
2024-11-07,E004,0,1,1,1
2024-11-07,E005,2,2,2,4
2024-11-07,E006,0,2,0,6
2024-11-07,E007,5,2,2,6
2024-11-07,E008,1,0,0,3
2024-11-07,E009,3,0,1,5
2024-11-07,E010,3,0,0,9
2024-11-07,E011,0,3,1,3
2024-11-07,E012,1,3,1,3
2024-11-07,E013,0,0,2,0
2024-11-07,E014,2,1,1,2
2024-11-07,E015,2,1,1,1
2024-11-07,E016,2,3,0,3
2024-11-07,E017,2,1,1,2
2024-11-07,E018,4,0,0,7
2024-11-07,E019,3,2,0,4
2024-11-07,E020,1,1,1,0
2024-11-07,E021,3,2,2,3
2024-11-07,E022,2,1,1,2
2024-11-07,E023,1,3,0,3
2024-11-07,E024,2,1,0,4
2024-11-07,E025,2,1,1,4
2024-11-07,E026,2,2,1,4
2024-11-07,E027,1,2,0,6
2024-11-07,E028,1,2,2,2
2024-11-07,E029,2,2,1,2
2024-11-07,E030,0,2,1,1
2024-11-07,E031,1,2,0,7
2024-11-07,E032,2,0,2,1
2024-11-07,E033,3,0,0,1
2024-11-07,E034,4,0,0,3
2024-11-07,E035,3,1,2,3
2024-11-07,E036,1,0,0,0
2024-11-07,E037,4,0,0,4
2024-11-07,E038,3,1,0,3
2024-11-07,E039,2,0,1,1
2024-11-07,E040,3,0,1,2
2024-11-08,E001,0,0,0,3
2024-11-08,E002,2,1,0,6
2024-11-08,E003,0,0,0,3
2024-11-08,E004,2,1,0,2
2024-11-08,E005,2,2,1,1
2024-11-08,E006,1,1,1,2
2024-11-08,E007,2,3,2,5
2024-11-08,E008,2,0,1,0
2024-11-08,E009,0,1,0,6
2024-11-08,E010,1,2,1,1
2024-11-08,E011,1,2,0,3
2024-11-08,E012,2,0,1,2
2024-11-08,E013,2,2,1,1
2024-11-08,E014,1,2,0,4
2024-11-08,E015,1,3,2,3
2024-11-08,E016,2,0,1,4
2024-11-08,E017,3,3,0,4
2024-11-08,E018,3,1,1,3
2024-11-08,E019,1,0,1,3
2024-11-08,E020,2,1,0,1
2024-11-08,E021,0,0,1,1
2024-11-08,E022,1,0,1,0
2024-11-08,E023,3,0,0,2
2024-11-08,E024,2,2,0,4
2024-11-08,E025,0,1,0,3
2024-11-08,E026,3,0,0,2
2024-11-08,E027,1,0,1,4
2024-11-08,E028,1,3,1,5
2024-11-08,E029,3,0,1,3
2024-11-08,E030,2,0,0,1
2024-11-08,E031,2,1,1,3
2024-11-08,E032,0,0,1,2
2024-11-08,E033,2,2,0,3
2024-11-08,E034,1,2,1,4
2024-11-08,E035,1,1,1,0
2024-11-08,E036,2,2,0,8
2024-11-08,E037,3,1,0,1
2024-11-08,E038,1,2,1,10
2024-11-08,E039,1,1,1,4
2024-11-08,E040,2,0,1,4
2024-11-09,E001,0,0,1,1
2024-11-09,E002,1,1,1,2
2024-11-09,E003,1,1,1,3
2024-11-09,E004,1,0,0,1
2024-11-09,E005,1,0,1,2
2024-11-09,E006,4,1,0,6
2024-11-09,E007,1,0,0,3
2024-11-09,E008,2,2,0,2
2024-11-09,E009,2,2,2,3
2024-11-09,E010,1,1,1,3
2024-11-09,E011,2,0,1,2
2024-11-09,E012,1,1,0,3
2024-11-09,E013,2,2,0,2
2024-11-09,E014,3,1,0,5
2024-11-09,E015,4,0,1,3
2024-11-09,E016,1,1,1,3
2024-11-09,E017,1,2,0,1
2024-11-09,E018,2,1,0,5
2024-11-09,E019,1,1,1,3
2024-11-09,E020,3,2,0,1
2024-11-09,E021,0,0,1,2
2024-11-09,E022,0,1,1,3
2024-11-09,E023,1,0,1,2
2024-11-09,E024,0,2,0,2
2024-11-09,E025,0,1,1,4
2024-11-09,E026,1,0,1,2
2024-11-09,E027,2,0,1,4
2024-11-09,E028,3,2,0,2
2024-11-09,E029,1,2,1,2
2024-11-09,E030,2,1,1,3
2024-11-09,E031,2,0,2,6
2024-11-09,E032,3,2,0,5
2024-11-09,E033,1,1,0,3
2024-11-09,E034,2,0,1,4
2024-11-09,E035,1,1,2,1
2024-11-09,E036,1,1,1,3
2024-11-09,E037,2,0,1,1
2024-11-09,E038,2,0,0,3
2024-11-09,E039,1,0,0,1
2024-11-09,E040,1,0,0,2
2024-11-10,E001,2,1,0,5
2024-11-10,E002,0,1,1,4
2024-11-10,E003,6,0,0,3
2024-11-10,E004,1,0,0,0
2024-11-10,E005,1,0,2,3
2024-11-10,E006,2,2,1,2
2024-11-10,E007,1,1,1,3
2024-11-10,E008,3,3,2,4
2024-11-10,E009,0,2,0,6
2024-11-10,E010,5,3,1,0
2024-11-10,E011,1,0,0,5
2024-11-10,E012,3,1,0,2
2024-11-10,E013,1,1,2,4
2024-11-10,E014,2,2,1,4
2024-11-10,E015,4,2,0,2
2024-11-10,E016,1,1,1,3
2024-11-10,E017,3,1,1,3
2024-11-10,E018,4,1,0,6
2024-11-10,E019,2,3,2,1
2024-11-10,E020,2,0,1,1
2024-11-10,E021,3,0,0,3
2024-11-10,E022,2,0,1,2
2024-11-10,E023,3,2,0,3
2024-11-10,E024,4,1,1,4
2024-11-10,E025,1,2,1,1
2024-11-10,E026,6,1,1,1
2024-11-10,E027,0,0,1,6
2024-11-10,E028,4,2,1,1
2024-11-10,E029,2,0,1,0
2024-11-10,E030,2,1,0,4
2024-11-10,E031,2,1,1,3
2024-11-10,E032,2,0,0,4
2024-11-10,E033,2,3,1,6
2024-11-10,E034,2,2,0,5
2024-11-10,E035,3,1,0,0
2024-11-10,E036,0,2,1,2
2024-11-10,E037,0,1,0,5
2024-11-10,E038,1,1,0,3
2024-11-10,E039,2,0,1,3
2024-11-10,E040,1,3,0,7
2024-11-11,E001,1,1,0,2
2024-11-11,E002,4,0,0,7
2024-11-11,E003,2,1,1,5
2024-11-11,E004,1,1,1,1
2024-11-11,E005,1,0,1,5
2024-11-11,E006,3,1,1,1
2024-11-11,E007,3,2,2,2
2024-11-11,E008,2,1,1,5
2024-11-11,E009,1,1,1,5
2024-11-11,E010,1,0,0,6
2024-11-11,E011,3,0,1,3
2024-11-11,E012,2,0,0,5
2024-11-11,E013,4,2,1,4
2024-11-11,E014,1,0,1,5
2024-11-11,E015,0,0,1,2
2024-11-11,E016,0,1,1,4
2024-11-11,E017,5,1,1,2
2024-11-11,E018,2,1,1,4
2024-11-11,E019,0,0,0,1
2024-11-11,E020,1,1,0,2
2024-11-11,E021,2,0,1,5
2024-11-11,E022,2,2,1,4
2024-11-11,E023,2,0,1,2
2024-11-11,E024,3,2,0,2
2024-11-11,E025,2,3,0,4
2024-11-11,E026,3,2,2,5
2024-11-11,E027,1,1,1,3
2024-11-11,E028,6,1,0,1
2024-11-11,E029,0,0,1,2
2024-11-11,E030,1,1,1,5
2024-11-11,E031,0,2,0,5
2024-11-11,E032,0,1,1,1
2024-11-11,E033,1,2,0,3
2024-11-11,E034,1,3,2,3
2024-11-11,E035,5,2,0,1
2024-11-11,E036,1,5,0,5
2024-11-11,E037,3,0,1,2
2024-11-11,E038,3,0,1,3
2024-11-11,E039,0,1,0,3
2024-11-11,E040,5,1,1,3
2024-11-12,E001,1,0,1,2
2024-11-12,E002,3,0,2,2
2024-11-12,E003,2,1,1,2
2024-11-12,E004,0,2,0,6
2024-11-12,E005,4,1,0,1
2024-11-12,E006,3,1,1,2
2024-11-12,E007,1,1,0,1
2024-11-12,E008,1,0,0,2
2024-11-12,E009,4,3,1,7
2024-11-12,E010,3,2,0,6
2024-11-12,E011,0,0,1,1
2024-11-12,E012,2,1,1,6
2024-11-12,E013,0,0,2,5
2024-11-12,E014,4,2,1,3
2024-11-12,E015,0,2,1,2
2024-11-12,E016,6,1,1,1
2024-11-12,E017,2,0,1,1
2024-11-12,E018,3,1,1,4
2024-11-12,E019,4,0,0,3
2024-11-12,E020,2,1,1,0
2024-11-12,E021,4,0,0,2
2024-11-12,E022,4,2,0,3
2024-11-12,E023,1,2,2,4
2024-11-12,E024,2,1,2,2
2024-11-12,E025,0,1,1,2
2024-11-12,E026,3,1,1,4
2024-11-12,E027,0,1,2,0
2024-11-12,E028,4,2,0,2
2024-11-12,E029,3,2,1,1
2024-11-12,E030,1,2,1,4
2024-11-12,E031,2,2,1,2
2024-11-12,E032,0,3,1,4
2024-11-12,E033,2,1,0,4
2024-11-12,E034,4,1,0,5
2024-11-12,E035,3,1,0,5
2024-11-12,E036,2,1,1,4
2024-11-12,E037,2,2,0,6
2024-11-12,E038,3,1,1,3
2024-11-12,E039,1,0,0,1
2024-11-12,E040,1,0,1,0
2024-11-13,E001,2,0,1,2
2024-11-13,E002,1,1,0,2
2024-11-13,E003,2,1,0,6
2024-11-13,E004,0,0,1,5
2024-11-13,E005,2,0,0,6
2024-11-13,E006,2,0,1,2
2024-11-13,E007,0,1,0,1
2024-11-13,E008,0,0,1,6
2024-11-13,E009,1,0,0,1
2024-11-13,E010,1,1,1,4
2024-11-13,E011,2,4,1,1
2024-11-13,E012,2,0,0,3
2024-11-13,E013,2,0,1,4
2024-11-13,E014,2,1,1,2
2024-11-13,E015,1,3,2,2
2024-11-13,E016,3,0,1,5
2024-11-13,E017,3,4,0,1
2024-11-13,E018,2,0,1,5
2024-11-13,E019,2,1,0,2
2024-11-13,E020,1,0,0,1
2024-11-13,E021,2,1,1,3
2024-11-13,E022,3,0,0,0
2024-11-13,E023,1,1,0,2
2024-11-13,E024,0,3,2,2
2024-11-13,E025,0,0,1,3
2024-11-13,E026,3,1,1,0
2024-11-13,E027,2,0,1,2
2024-11-13,E028,0,1,0,4
2024-11-13,E029,1,0,1,3
2024-11-13,E030,2,1,0,3
2024-11-13,E031,5,2,0,5
2024-11-13,E032,2,1,2,0
2024-11-13,E033,5,0,1,5
