date,employee_id,team,role,project,complexity,task_hours,tasks_completed,commits,prs_opened,features_delivered,test_cases_written,ai_usage_events,hourly_cost,period,year_month,ai_usage_level
2024-10-26,E014,Platform,Developer,Apollo,Medium,3.68,7,0,3,1,3,3,58,pre_ai,2024-10,Medium
2024-10-26,E015,Platform,Developer,Orion,High,6.14,3,1,0,1,2,2,58,pre_ai,2024-10,Low
2024-10-26,E016,CoreApp,Developer,Apollo,Medium,4.25,2,1,1,2,1,1,58,pre_ai,2024-10,Low
2024-10-26,E017,CoreApp,Developer,Orion,Medium,0.3,3,3,1,2,1,1,58,pre_ai,2024-10,Low
2024-10-26,E018,Platform,Tester,Nova,High,6.54,2,2,1,1,2,1,58,pre_ai,2024-10,Low
2024-10-26,E019,CoreApp,Developer,Apollo,High,5.2,2,2,1,2,1,6,42,pre_ai,2024-10,Medium
2024-10-26,E020,Platform,Developer,Orion,Medium,3.35,5,3,1,2,1,4,58,pre_ai,2024-10,Medium
2024-10-26,E021,Platform,Developer,Apollo,Low,1.9,3,3,1,0,0,2,42,pre_ai,2024-10,Low
2024-10-26,E022,Platform,Developer,Apollo,Medium,6.01,6,1,1,2,4,1,58,pre_ai,2024-10,Low
2024-10-26,E023,CoreApp,Developer,Apollo,Low,1.99,3,4,1,1,7,3,58,pre_ai,2024-10,Medium
2024-10-26,E024,Data,Tester,Apollo,Low,3.03,5,6,1,1,2,0,58,pre_ai,2024-10,Low
2024-10-26,E025,CoreApp,Tester,Apollo,Medium,4.34,3,0,0,0,0,0,58,pre_ai,2024-10,Low
2024-10-26,E026,CoreApp,Tester,Orion,High,5.79,2,2,1,0,0,1,58,pre_ai,2024-10,Low
2024-10-26,E027,Payments,Developer,Orion,Low,4.7,4,0,2,0,2,1,58,pre_ai,2024-10,Low
2024-10-26,E028,Payments,Developer,Apollo,High,2.38,5,0,1,0,6,2,42,pre_ai,2024-10,Low
2024-10-26,E029,CoreApp,Tester,Orion,Low,3.22,1,3,0,1,5,1,58,pre_ai,2024-10,Low
2024-10-26,E030,Platform,Developer,Orion,Low,2.91,2,1,1,1,6,2,58,pre_ai,2024-10,Low
2024-10-26,E031,Platform,Tester,Orion,Low,2.31,2,2,0,0,4,3,58,pre_ai,2024-10,Medium
2024-10-26,E032,Data,Developer,Apollo,Medium,5.94,3,2,2,2,3,1,58,pre_ai,2024-10,Low
2024-10-26,E033,Data,Tester,Orion,Low,3.56,1,1,1,2,0,3,42,pre_ai,2024-10,Medium
2024-10-26,E034,Platform,Developer,Nova,Medium,2.62,2,4,0,1,2,2,42,pre_ai,2024-10,Low
2024-10-26,E035,Data,Developer,Orion,Medium,4.15,1,0,0,0,1,1,58,pre_ai,2024-10,Low
2024-10-26,E036,Data,Tester,Nova,High,2.28,1,3,2,0,5,1,58,pre_ai,2024-10,Low
2024-10-26,E037,Payments,Developer,Nova,Medium,4.28,1,2,1,1,2,2,42,pre_ai,2024-10,Low
2024-10-26,E038,Data,Developer,Nova,Medium,1.43,3,3,2,0,2,2,42,pre_ai,2024-10,Low
2024-10-26,E039,Payments,Developer,Nova,Low,4.48,5,1,2,0,4,6,42,pre_ai,2024-10,Medium
2024-10-26,E040,Payments,Developer,Nova,Medium,2.02,4,2,2,0,3,0,42,pre_ai,2024-10,Low
2024-10-27,E001,CoreApp,Developer,Nova,Medium,3.33,2,3,1,2,2,2,58,pre_ai,2024-10,Low
2024-10-27,E002,CoreApp,Developer,Orion,Medium,0.83,3,3,1,0,2,1,58,pre_ai,2024-10,Low
2024-10-27,E003,Payments,Tester,Nova,Medium,0.84,4,4,0,0,1,1,58,pre_ai,2024-10,Low
2024-10-27,E004,Payments,Developer,Nova,Low,2.68,3,1,3,0,4,1,42,pre_ai,2024-10,Low
2024-10-27,E005,Platform,Developer,Orion,High,7.46,4,1,1,0,4,0,42,pre_ai,2024-10,Low
2024-10-27,E006,Payments,Developer,Nova,Low,2.8,4,2,1,1,5,1,58,pre_ai,2024-10,Low
2024-10-27,E007,Payments,Tester,Nova,Medium,3.87,4,1,1,1,2,1,58,pre_ai,2024-10,Low
2024-10-27,E008,CoreApp,Tester,Orion,Medium,4.27,3,1,1,2,4,4,58,pre_ai,2024-10,Medium
2024-10-27,E009,Data,Developer,Apollo,Medium,3.78,2,4,1,0,4,7,58,pre_ai,2024-10,High
2024-10-27,E010,Data,Tester,Nova,Medium,2.76,3,1,0,0,1,0,58,pre_ai,2024-10,Low
2024-10-27,E011,Data,Developer,Apollo,Medium,3.43,1,2,0,1,1,6,42,pre_ai,2024-10,Medium
2024-10-27,E012,Data,Tester,Apollo,Medium,2.22,7,3,1,1,5,4,58,pre_ai,2024-10,Medium
2024-10-27,E013,Payments,Tester,Apollo,Medium,4.03,3,2,0,1,3,3,42,pre_ai,2024-10,Medium
2024-10-27,E014,Platform,Developer,Orion,Low,1.74,3,1,1,1,3,4,58,pre_ai,2024-10,Medium
2024-10-27,E015,Data,Developer,Orion,Low,1.88,1,2,0,0,0,4,42,pre_ai,2024-10,Medium
2024-10-27,E016,CoreApp,Tester,Orion,Medium,3.87,2,0,1,1,4,1,58,pre_ai,2024-10,Low
2024-10-27,E017,Platform,Tester,Apollo,Low,1.84,2,2,1,0,2,2,58,pre_ai,2024-10,Low
2024-10-27,E018,Payments,Developer,Apollo,High,6.46,1,3,1,1,1,4,58,pre_ai,2024-10,Medium
2024-10-27,E019,Platform,Tester,Orion,Medium,5.45,2,2,1,0,3,2,42,pre_ai,2024-10,Low
2024-10-27,E020,CoreApp,Developer,Orion,Medium,4.06,1,2,0,2,6,0,42,pre_ai,2024-10,Low
2024-10-27,E021,Payments,Tester,Orion,Medium,4.55,3,4,1,2,7,1,58,pre_ai,2024-10,Low
2024-10-27,E022,CoreApp,Tester,Nova,Medium,1.99,4,1,1,1,4,3,42,pre_ai,2024-10,Medium
2024-10-27,E023,Payments,Tester,Nova,Medium,3.57,3,3,2,0,4,2,42,pre_ai,2024-10,Low
2024-10-27,E024,Platform,Developer,Nova,Low,3.6,2,0,2,1,4,3,58,pre_ai,2024-10,Medium
2024-10-27,E025,CoreApp,Developer,Orion,Medium,5.2,5,0,0,0,0,4,58,pre_ai,2024-10,Medium
2024-10-27,E026,CoreApp,Developer,Orion,Medium,2.92,4,3,3,0,1,1,58,pre_ai,2024-10,Low
2024-10-27,E027,Platform,Tester,Nova,Low,3.31,4,2,0,1,6,1,58,pre_ai,2024-10,Low
2024-10-27,E028,CoreApp,Developer,Orion,Medium,4.66,3,2,1,1,2,4,58,pre_ai,2024-10,Medium
2024-10-27,E029,Data,Developer,Nova,High,6.07,2,3,0,0,3,0,42,pre_ai,2024-10,Low
2024-10-27,E030,CoreApp,Developer,Apollo,Low,3.91,3,3,1,0,1,3,42,pre_ai,2024-10,Medium
2024-10-27,E031,CoreApp,Developer,Nova,Low,1.9,1,2,0,0,3,1,42,pre_ai,2024-10,Low
2024-10-27,E032,Payments,Developer,Orion,Medium,2.75,3,3,1,1,2,3,58,pre_ai,2024-10,Medium
2024-10-27,E033,Platform,Developer,Apollo,Medium,4.04,2,1,2,0,2,5,58,pre_ai,2024-10,Medium
2024-10-27,E034,CoreApp,Developer,Apollo,Medium,3.82,8,1,1,1,3,1,42,pre_ai,2024-10,Low
2024-10-27,E035,Data,Developer,Orion,Medium,3.53,3,2,1,0,4,2,42,pre_ai,2024-10,Low
2024-10-27,E036,Payments,Developer,Nova,Low,3.11,1,1,1,2,5,0,58,pre_ai,2024-10,Low
2024-10-27,E037,Data,Developer,Nova,Low,4.25,4,4,2,1,1,1,42,pre_ai,2024-10,Low
2024-10-27,E038,Platform,Tester,Orion,Low,2.41,3,1,1,0,2,0,42,pre_ai,2024-10,Low
2024-10-27,E039,Payments,Developer,Apollo,Low,2.81,3,0,1,1,7,2,58,pre_ai,2024-10,Low
2024-10-27,E040,Payments,Developer,Nova,Low,1.59,6,3,1,1,3,2,42,pre_ai,2024-10,Low
2024-10-28,E001,CoreApp,Developer,Orion,High,4.77,5,2,1,1,0,0,58,pre_ai,2024-10,Low
2024-10-28,E002,Platform,Developer,Nova,Medium,3.96,2,2,3,0,3,5,58,pre_ai,2024-10,Medium
2024-10-28,E003,Platform,Developer,Orion,High,4.11,2,1,2,1,2,1,42,pre_ai,2024-10,Low
2024-10-28,E004,Data,Tester,Apollo,Medium,3.19,2,1,1,1,6,0,42,pre_ai,2024-10,Low
2024-10-28,E005,Payments,Developer,Nova,High,3.64,5,4,0,1,1,1,42,pre_ai,2024-10,Low
2024-10-28,E006,Data,Tester,Orion,High,4.67,4,2,1,0,1,0,42,pre_ai,2024-10,Low
2024-10-28,E007,CoreApp,Developer,Apollo,Low,3.73,3,0,0,1,2,6,58,pre_ai,2024-10,Medium
2024-10-28,E008,CoreApp,Developer,Apollo,Medium,3.94,4,3,0,2,6,3,42,pre_ai,2024-10,Medium
2024-10-28,E009,Platform,Developer,Orion,High,5.17,1,5,0,0,5,2,58,pre_ai,2024-10,Low
2024-10-28,E010,Payments,Tester,Orion,Low,4.14,3,2,2,0,3,2,58,pre_ai,2024-10,Low
2024-10-28,E011,CoreApp,Developer,Apollo,Low,2.46,1,3,0,0,4,3,42,pre_ai,2024-10,Medium
2024-10-28,E012,Data,Developer,Nova,Low,3.68,3,1,0,1,6,1,58,pre_ai,2024-10,Low
2024-10-28,E013,Payments,Developer,Orion,Low,3.91,3,1,0,1,2,1,58,pre_ai,2024-10,Low
2024-10-28,E014,Payments,Developer,Apollo,Low,1.24,1,2,2,1,4,3,42,pre_ai,2024-10,Medium
2024-10-28,E015,Platform,Developer,Nova,High,5.3,1,3,1,1,5,1,58,pre_ai,2024-10,Low
2024-10-28,E016,CoreApp,Developer,Orion,Medium,3.84,4,4,0,0,4,3,58,pre_ai,2024-10,Medium
2024-10-28,E017,Platform,Tester,Orion,Low,2.0,5,2,3,1,3,0,58,pre_ai,2024-10,Low
2024-10-28,E018,Data,Tester,Nova,Low,3.94,6,3,5,1,1,2,42,pre_ai,2024-10,Low
2024-10-28,E019,Data,Developer,Orion,Medium,3.84,5,1,2,0,3,5,58,pre_ai,2024-10,Medium
2024-10-28,E020,Payments,Tester,Nova,Medium,2.35,3,1,3,1,4,2,42,pre_ai,2024-10,Low
2024-10-28,E021,Payments,Developer,Nova,Medium,2.74,3,1,1,0,2,1,58,pre_ai,2024-10,Low
2024-10-28,E022,Platform,Developer,Apollo,Low,2.89,4,2,0,2,2,2,42,pre_ai,2024-10,Low
2024-10-28,E023,Payments,Developer,Orion,Low,0.83,3,0,1,1,1,4,58,pre_ai,2024-10,Medium
2024-10-28,E024,CoreApp,Developer,Nova,Medium,2.43,2,1,1,1,4,4,42,pre_ai,2024-10,Medium
2024-10-28,E025,Data,Developer,Apollo,Medium,2.04,1,1,0,1,5,3,58,pre_ai,2024-10,Medium
2024-10-28,E026,CoreApp,Tester,Orion,Medium,5.4,3,0,0,0,1,3,58,pre_ai,2024-10,Medium
2024-10-28,E027,CoreApp,Developer,Orion,Low,2.54,6,0,1,0,2,0,58,pre_ai,2024-10,Low
2024-10-28,E028,Platform,Developer,Apollo,Low,2.16,2,1,1,1,0,1,42,pre_ai,2024-10,Low
2024-10-28,E029,Platform,Developer,Apollo,Low,2.44,3,1,2,0,1,3,42,pre_ai,2024-10,Medium
2024-10-28,E030,Data,Developer,Apollo,Low,3.63,5,3,1,1,4,2,42,pre_ai,2024-10,Low
2024-10-28,E031,Data,Developer,Apollo,High,4.3,2,0,0,0,3,4,58,pre_ai,2024-10,Medium
2024-10-28,E032,CoreApp,Developer,Nova,Medium,4.47,1,1,0,1,4,1,58,pre_ai,2024-10,Low
2024-10-28,E033,Data,Tester,Orion,High,5.16,6,0,0,1,1,1,58,pre_ai,2024-10,Low
2024-10-28,E034,Platform,Developer,Nova,High,7.27,5,3,1,2,0,5,58,pre_ai,2024-10,Medium
2024-10-28,E035,Platform,Developer,Apollo,Medium,2.74,2,2,0,1,4,0,58,pre_ai,2024-10,Low
2024-10-28,E036,CoreApp,Developer,Apollo,Medium,4.27,3,3,0,1,1,4,58,pre_ai,2024-10,Medium
2024-10-28,E037,CoreApp,Developer,Orion,High,5.25,4,1,3,1,2,6,58,pre_ai,2024-10,Medium
2024-10-28,E038,Platform,Tester,Nova,Medium,2.01,1,3,2,0,4,2,58,pre_ai,2024-10,Low
2024-10-28,E039,CoreApp,Tester,Nova,Medium,2.83,3,2,1,0,1,0,58,pre_ai,2024-10,Low
2024-10-28,E040,Platform,Developer,Nova,High,2.97,4,3,0,2,3,2,58,pre_ai,2024-10,Low
2024-10-29,E001,Data,Developer,Apollo,Low,2.72,2,3,2,1,4,3,58,pre_ai,2024-10,Medium
2024-10-29,E002,Data,Tester,Nova,Medium,5.68,3,3,3,0,2,3,58,pre_ai,2024-10,Medium
2024-10-29,E003,CoreApp,Developer,Apollo,Medium,4.62,1,0,0,0,4,6,42,pre_ai,2024-10,Medium
2024-10-29,E004,Data,Developer,Apollo,Medium,4.81,4,1,4,2,4,2,58,pre_ai,2024-10,Low
2024-10-29,E005,Payments,Developer,Nova,Medium,2.64,5,2,0,2,5,0,42,pre_ai,2024-10,Low
2024-10-29,E006,CoreApp,Developer,Orion,Low,3.32,2,7,4,1,2,2,42,pre_ai,2024-10,Low
2024-10-29,E007,CoreApp,Developer,Orion,Medium,3.5,3,3,0,1,5,4,42,pre_ai,2024-10,Medium
2024-10-29,E008,CoreApp,Tester,Nova,Medium,3.52,2,3,1,0,3,2,42,pre_ai,2024-10,Low
2024-10-29,E009,CoreApp,Developer,Nova,High,7.28,4,2,3,1,2,0,42,pre_ai,2024-10,Low
2024-10-29,E010,CoreApp,Developer,Orion,Medium,2.77,3,3,3,0,1,3,58,pre_ai,2024-10,Medium
2024-10-29,E011,Data,Tester,Nova,Medium,2.22,5,0,1,1,2,1,58,pre_ai,2024-10,Low
2024-10-29,E012,Platform,Developer,Apollo,Medium,3.42,1,2,1,2,2,1,42,pre_ai,2024-10,Low
2024-10-29,E013,Data,Tester,Apollo,High,4.28,1,4,1,1,3,2,58,pre_ai,2024-10,Low
2024-10-29,E014,CoreApp,Developer,Orion,Medium,5.89,7,2,0,1,2,1,58,pre_ai,2024-10,Low
2024-10-29,E015,CoreApp,Developer,Nova,Low,1.13,3,1,2,0,3,6,58,pre_ai,2024-10,Medium
2024-10-29,E016,CoreApp,Developer,Nova,Medium,4.33,1,3,2,1,2,3,58,pre_ai,2024-10,Medium
2024-10-29,E017,CoreApp,Developer,Apollo,Medium,3.73,3,0,2,0,3,3,58,pre_ai,2024-10,Medium
2024-10-29,E018,Platform,Tester,Orion,Low,1.42,5,2,0,2,3,2,58,pre_ai,2024-10,Low
2024-10-29,E019,CoreApp,Developer,Apollo,Medium,4.83,3,1,1,1,3,1,58,pre_ai,2024-10,Low
2024-10-29,E020,Data,Developer,Nova,High,6.12,5,1,1,1,5,1,42,pre_ai,2024-10,Low
2024-10-29,E021,Data,Developer,Apollo,Medium,3.63,5,1,0,1,1,2,42,pre_ai,2024-10,Low
2024-10-29,E022,Data,Developer,Orion,Medium,1.73,2,3,3,0,4,4,58,pre_ai,2024-10,Medium
2024-10-29,E023,Data,Tester,Nova,Low,0.49,3,1,2,0,6,2,58,pre_ai,2024-10,Low
2024-10-29,E024,CoreApp,Developer,Nova,Low,3.23,3,3,1,0,4,3,58,pre_ai,2024-10,Medium
2024-10-29,E025,CoreApp,Tester,Orion,Low,1.89,1,2,1,2,8,1,42,pre_ai,2024-10,Low
2024-10-29,E026,CoreApp,Tester,Apollo,Low,6.43,3,2,2,1,5,3,42,pre_ai,2024-10,Medium
2024-10-29,E027,CoreApp,Developer,Nova,Low,3.38,1,2,0,0,2,2,58,pre_ai,2024-10,Low
2024-10-29,E028,Data,Developer,Orion,Low,4.04,4,2,1,1,1,1,58,pre_ai,2024-10,Low
2024-10-29,E029,Payments,Tester,Nova,Medium,3.49,5,1,0,2,2,3,58,pre_ai,2024-10,Medium
2024-10-29,E030,Payments,Developer,Apollo,Low,4.15,5,1,0,0,2,2,42,pre_ai,2024-10,Low
2024-10-29,E031,CoreApp,Developer,Orion,Medium,2.81,3,3,1,1,3,2,42,pre_ai,2024-10,Low
2024-10-29,E032,Platform,Developer,Nova,High,6.32,3,5,0,0,3,2,58,pre_ai,2024-10,Low
2024-10-29,E033,CoreApp,Developer,Orion,Low,3.6,2,4,1,1,2,4,58,pre_ai,2024-10,Medium
2024-10-29,E034,Data,Developer,Orion,High,1.75,4,0,2,0,2,1,58,pre_ai,2024-10,Low
2024-10-29,E035,Payments,Tester,Orion,Medium,3.94,1,1,0,2,3,1,58,pre_ai,2024-10,Low
2024-10-29,E036,Data,Developer,Orion,Medium,4.75,3,2,1,0,1,3,42,pre_ai,2024-10,Medium
2024-10-29,E037,Payments,Developer,Nova,Low,2.29,2,3,1,0,3,2,42,pre_ai,2024-10,Low
2024-10-29,E038,CoreApp,Developer,Nova,Low,3.69,2,2,0,2,1,2,58,pre_ai,2024-10,Low
2024-10-29,E039,Platform,Developer,Apollo,Medium,3.15,1,1,1,2,6,3,58,pre_ai,2024-10,Medium
2024-10-29,E040,Payments,Developer,Nova,Medium,3.25,4,1,0,0,4,0,58,pre_ai,2024-10,Low
2024-10-30,E001,CoreApp,Tester,Orion,Low,2.37,4,4,2,2,1,0,58,pre_ai,2024-10,Low
2024-10-30,E002,CoreApp,Developer,Nova,Low,3.71,5,1,2,1,2,1,42,pre_ai,2024-10,Low
2024-10-30,E003,Platform,Tester,Orion,Medium,2.73,3,3,0,0,3,1,58,pre_ai,2024-10,Low
2024-10-30,E004,Data,Developer,Nova,High,5.73,4,3,0,1,1,1,58,pre_ai,2024-10,Low
2024-10-30,E005,Data,Developer,Nova,Medium,3.65,5,5,1,2,3,0,58,pre_ai,2024-10,Low
2024-10-30,E006,Platform,Developer,Nova,Low,3.31,3,1,4,0,4,1,58,pre_ai,2024-10,Low
2024-10-30,E007,Platform,Tester,Apollo,High,2.36,3,2,0,0,6,5,58,pre_ai,2024-10,Medium
2024-10-30,E008,Payments,Tester,Apollo,Low,1.84,1,2,4,0,3,2,58,pre_ai,2024-10,Low
2024-10-30,E009,Payments,Developer,Orion,Low,3.53,6,2,1,1,1,2,58,pre_ai,2024-10,Low
2024-10-30,E010,Platform,Tester,Apollo,Low,3.92,3,1,1,0,3,1,58,pre_ai,2024-10,Low
2024-10-30,E011,Payments,Tester,Apollo,Medium,3.22,4,0,0,1,4,2,42,pre_ai,2024-10,Low
2024-10-30,E012,CoreApp,Developer,Nova,Low,4.81,3,2,0,0,5,1,58,pre_ai,2024-10,Low
2024-10-30,E013,Platform,Developer,Orion,High,4.9,2,0,0,1,3,3,58,pre_ai,2024-10,Medium
2024-10-30,E014,Platform,Developer,Nova,Low,2.89,2,5,1,2,5,2,58,pre_ai,2024-10,Low
2024-10-30,E015,Platform,Tester,Apollo,Low,3.11,2,1,1,1,3,3,42,pre_ai,2024-10,Medium
2024-10-30,E016,Platform,Developer,Nova,Medium,5.04,1,3,1,1,5,3,58,pre_ai,2024-10,Medium
2024-10-30,E017,Payments,Tester,Orion,High,6.16,9,2,0,1,6,2,58,pre_ai,2024-10,Low
2024-10-30,E018,Data,Tester,Nova,Medium,1.91,2,2,0,0,1,3,58,pre_ai,2024-10,Medium
2024-10-30,E019,Platform,Tester,Apollo,Low,4.65,2,1,2,1,1,3,58,pre_ai,2024-10,Medium
2024-10-30,E020,Payments,Developer,Orion,Low,3.51,2,1,2,1,3,4,58,pre_ai,2024-10,Medium
2024-10-30,E021,Platform,Developer,Apollo,Medium,3.09,1,2,0,1,1,2,58,pre_ai,2024-10,Low
2024-10-30,E022,Payments,Developer,Orion,Medium,1.04,3,1,2,0,2,3,42,pre_ai,2024-10,Medium
2024-10-30,E023,CoreApp,Developer,Orion,Low,2.73,7,2,0,0,1,3,58,pre_ai,2024-10,Medium
2024-10-30,E024,Payments,Developer,Nova,Medium,6.24,3,1,0,0,3,2,58,pre_ai,2024-10,Low
2024-10-30,E025,Data,Developer,Apollo,High,4.65,3,0,0,0,2,0,58,pre_ai,2024-10,Low
2024-10-30,E026,Data,Developer,Apollo,Medium,4.13,1,3,1,1,2,2,58,pre_ai,2024-10,Low
2024-10-30,E027,Platform,Developer,Apollo,Low,2.11,3,1,2,1,1,1,58,pre_ai,2024-10,Low
2024-10-30,E028,Data,Developer,Orion,Medium,2.83,5,0,1,1,6,2,58,pre_ai,2024-10,Low
2024-10-30,E029,Platform,Developer,Orion,Medium,2.56,3,1,0,0,4,2,58,pre_ai,2024-10,Low
2024-10-30,E030,Payments,Developer,Orion,Medium,2.77,3,3,2,0,4,1,58,pre_ai,2024-10,Low
2024-10-30,E031,CoreApp,Tester,Apollo,High,3.04,1,5,1,0,2,2,42,pre_ai,2024-10,Low
2024-10-30,E032,CoreApp,Developer,Nova,Medium,3.14,4,1,1,1,2,2,58,pre_ai,2024-10,Low
2024-10-30,E033,Platform,Developer,Apollo,High,4.89,1,0,0,1,9,0,58,pre_ai,2024-10,Low
2024-10-30,E034,Platform,Developer,Orion,High,7.22,2,1,0,1,2,3,58,pre_ai,2024-10,Medium
2024-10-30,E035,CoreApp,Tester,Orion,Medium,2.09,5,0,0,0,2,4,58,pre_ai,2024-10,Medium
2024-10-30,E036,Data,Developer,Nova,Low,2.76,4,1,0,1,1,1,58,pre_ai,2024-10,Low
2024-10-30,E037,CoreApp,Tester,Apollo,Low,3.12,4,3,0,0,5,4,42,pre_ai,2024-10,Medium
2024-10-30,E038,Data,Developer,Apollo,Medium,4.68,3,2,2,1,1,3,58,pre_ai,2024-10,Medium
2024-10-30,E039,Payments,Developer,Apollo,High,2.91,2,12,2,1,5,2,58,pre_ai,2024-10,Low
2024-10-30,E040,CoreApp,Developer,Apollo,Low,2.46,5,3,1,0,2,2,58,pre_ai,2024-10,Low
2024-10-31,E001,Platform,Developer,Apollo,Low,2.9,5,1,3,0,5,1,58,pre_ai,2024-10,Low
2024-10-31,E002,Platform,Developer,Nova,Medium,4.23,4,1,1,2,2,6,42,pre_ai,2024-10,Medium
2024-10-31,E003,Payments,Tester,Orion,Low,3.71,1,1,0,1,0,1,58,pre_ai,2024-10,Low
2024-10-31,E004,Platform,Developer,Nova,Medium,2.96,1,3,0,1,3,1,58,pre_ai,2024-10,Low
2024-10-31,E005,CoreApp,Tester,Apollo,Low,3.94,5,4,0,2,0,1,42,pre_ai,2024-10,Low
2024-10-31,E006,Data,Tester,Orion,High,4.11,2,1,1,1,3,0,58,pre_ai,2024-10,Low
2024-10-31,E007,Data,Developer,Nova,Medium,3.83,5,3,2,0,3,2,58,pre_ai,2024-10,Low
2024-10-31,E008,CoreApp,Developer,Nova,Medium,3.49,4,1,1,0,1,1,42,pre_ai,2024-10,Low
2024-10-31,E009,Payments,Developer,Orion,Low,0.69,2,4,1,2,7,3,42,pre_ai,2024-10,Medium
2024-10-31,E010,CoreApp,Tester,Orion,Medium,3.88,1,4,2,0,3,1,58,pre_ai,2024-10,Low
2024-10-31,E011,CoreApp,Developer,Orion,Medium,1.83,4,2,2,2,5,3,42,pre_ai,2024-10,Medium
2024-10-31,E012,CoreApp,Developer,Apollo,Low,3.09,1,0,0,1,2,2,58,pre_ai,2024-10,Low
2024-10-31,E013,Data,Tester,Apollo,Low,3.46,4,4,4,1,4,1,58,pre_ai,2024-10,Low
2024-10-31,E014,CoreApp,Tester,Apollo,Medium,3.69,4,1,1,0,5,2,58,pre_ai,2024-10,Low
2024-10-31,E015,CoreApp,Developer,Orion,Low,4.11,5,2,2,1,1,1,42,pre_ai,2024-10,Low
2024-10-31,E016,Payments,Tester,Orion,Low,2.42,3,0,0,0,4,3,58,pre_ai,2024-10,Medium
2024-10-31,E017,Platform,Developer,Orion,Low,3.44,1,2,2,1,2,2,42,pre_ai,2024-10,Low
2024-10-31,E018,Data,Developer,Orion,Medium,2.99,6,0,0,0,5,4,58,pre_ai,2024-10,Medium
2024-10-31,E019,Platform,Developer,Nova,Medium,2.69,3,4,0,1,2,4,42,pre_ai,2024-10,Medium
2024-10-31,E020,CoreApp,Developer,Nova,Medium,5.5,3,2,1,1,6,4,58,pre_ai,2024-10,Medium
2024-10-31,E021,Data,Tester,Nova,Medium,0.89,4,2,0,0,5,0,42,pre_ai,2024-10,Low
2024-10-31,E022,Data,Developer,Nova,Medium,5.06,3,4,2,1,2,0,58,pre_ai,2024-10,Low
2024-10-31,E023,CoreApp,Developer,Apollo,Medium,4.26,2,3,3,1,5,1,58,pre_ai,2024-10,Low
2024-10-31,E024,Data,Developer,Orion,Medium,2.68,2,2,0,0,2,0,58,pre_ai,2024-10,Low
2024-10-31,E025,CoreApp,Developer,Orion,High,4.2,4,4,1,1,3,0,58,pre_ai,2024-10,Low
2024-10-31,E026,Platform,Tester,Orion,Low,4.23,3,2,1,1,2,2,58,pre_ai,2024-10,Low
2024-10-31,E027,Data,Developer,Nova,High,5.92,4,1,2,1,2,2,58,pre_ai,2024-10,Low
2024-10-31,E028,CoreApp,Developer,Nova,Medium,5.66,3,1,1,0,6,3,42,pre_ai,2024-10,Medium
2024-10-31,E029,Data,Tester,Nova,Low,4.3,2,0,1,1,5,5,58,pre_ai,2024-10,Medium
2024-10-31,E030,Data,Developer,Nova,High,5.6,1,2,0,1,3,2,58,pre_ai,2024-10,Low
2024-10-31,E031,Data,Tester,Nova,Medium,2.87,1,2,1,0,5,0,58,pre_ai,2024-10,Low
2024-10-31,E032,Data,Developer,Nova,High,3.67,5,2,2,0,4,2,42,pre_ai,2024-10,Low
2024-10-31,E033,Payments,Developer,Orion,Medium,3.24,4,2,1,1,2,1,58,pre_ai,2024-10,Low
2024-10-31,E034,Data,Developer,Nova,Medium,3.76,1,1,3,0,1,4,58,pre_ai,2024-10,Medium
2024-10-31,E035,CoreApp,Developer,Nova,Medium,3.1,2,0,2,1,1,2,42,pre_ai,2024-10,Low
2024-10-31,E036,Payments,Developer,Orion,Low,3.39,1,1,0,1,3,4,42,pre_ai,2024-10,Medium
2024-10-31,E037,Payments,Tester,Nova,Medium,3.94,2,3,1,0,1,4,58,pre_ai,2024-10,Medium
2024-10-31,E038,Platform,Tester,Nova,High,4.75,2,3,0,1,8,2,58,pre_ai,2024-10,Low
2024-10-31,E039,CoreApp,Developer,Orion,High,1.8,2,2,0,1,2,1,42,pre_ai,2024-10,Low
2024-10-31,E040,Platform,Developer,Nova,Medium,2.9,2,0,0,1,4,2,42,pre_ai,2024-10,Low
2024-11-01,E001,Payments,Developer,Apollo,Medium,2.49,3,1,3,1,0,0,42,pre_ai,2024-11,Low
2024-11-01,E002,CoreApp,Developer,Apollo,Medium,5.46,2,1,0,0,4,0,42,pre_ai,2024-11,Low
2024-11-01,E003,Data,Tester,Apollo,Medium,3.3,2,2,1,2,3,4,58,pre_ai,2024-11,Medium
2024-11-01,E004,Payments,Developer,Apollo,Medium,4.43,1,3,1,1,2,3,58,pre_ai,2024-11,Medium
2024-11-01,E005,Payments,Developer,Nova,Medium,3.51,3,1,3,0,3,3,58,pre_ai,2024-11,Medium
2024-11-01,E006,Platform,Developer,Nova,Medium,0.76,5,2,2,1,8,2,58,pre_ai,2024-11,Low
2024-11-01,E007,Data,Developer,Orion,High,6.57,1,2,2,0,1,2,58,pre_ai,2024-11,Low
2024-11-01,E008,Payments,Developer,Orion,Low,1.89,2,4,0,2,5,0,42,pre_ai,2024-11,Low
2024-11-01,E009,Platform,Tester,Orion,Low,4.2,1,2,1,1,3,1,58,pre_ai,2024-11,Low
2024-11-01,E010,Data,Developer,Orion,Medium,2.94,5,2,1,1,3,0,42,pre_ai,2024-11,Low
2024-11-01,E011,Payments,Developer,Apollo,Medium,3.65,4,1,0,0,2,4,58,pre_ai,2024-11,Medium
